category,Median Home Price (NSA),CPI-Adjusted Price
Sat Dec 15 2007,206238.74,318262.17
Tue Jan 15 2008,203701.36,312791.8
Fri Feb 15 2008,202913.24,310679.36
Sat Mar 15 2008,201865.61,306419.23
Tue Apr 15 2008,200933.32,303165.44
Thu May 15 2008,199962.58,299181.43
Sun Jun 15 2008,199549.29,295584.47
Tue Jul 15 2008,197607.81,291179.64
Fri Aug 15 2008,195310.72,288948.18
Mon Sep 15 2008,192734.9,285532.34
Wed Oct 15 2008,190581.97,285223.96
Sat Nov 15 2008,186391.46,284399.54
Mon Dec 15 2008,184699.87,284763.64
Thu Jan 15 2009,185286.16,284429.61
Sun Feb 15 2009,185958.95,284049.84
Sun Mar 15 2009,184344.25,280900.32
Wed Apr 15 2009,184546.09,280507.63
Fri May 15 2009,185930.11,281797.28
Mon Jun 15 2009,186775.91,280668.27
Wed Jul 15 2009,186141.56,280159.25
Sat Aug 15 2009,185391.88,278406.49
Tue Sep 15 2009,184392.31,276732.33
Thu Oct 15 2009,184238.53,276235.5
Sun Nov 15 2009,184094.36,275824.12
Tue Dec 15 2009,181037.98,271723.38
Fri Jan 15 2010,180105.68,269403.39
Mon Feb 15 2010,179577.06,268545.76
Mon Mar 15 2010,180057.63,268163.26
Thu Apr 15 2010,181854.93,270370.41
Sat May 15 2010,183392.74,272445.53
Tue Jun 15 2010,182498.89,271382.59
Thu Jul 15 2010,181374.37,269653.47
Sun Aug 15 2010,180643.91,268197.19
Wed Sep 15 2010,178135.37,264319.07
Fri Oct 15 2010,177789.36,263477.57
Mon Nov 15 2010,176511.07,261473.2
Wed Dec 15 2010,173839.13,257073.38
Sat Jan 15 2011,171676.59,252671.88
Tue Feb 15 2011,170340.63,249475.37
Tue Mar 15 2011,169417.94,245727.92
Fri Apr 15 2011,171282.53,246842.84
Sun May 15 2011,172483.94,247410.38
Wed Jun 15 2011,174002.52,249856.22
Fri Jul 15 2011,174348.53,250131.44
Mon Aug 15 2011,173233.62,247848.45
Thu Sep 15 2011,173377.79,247678.63
Sat Oct 15 2011,171839.99,245989.2
Tue Nov 15 2011,171830.37,246183.1
Thu Dec 15 2011,170830.8,245356.18
Sun Jan 15 2012,169062.33,241752.46
Wed Feb 15 2012,169763.95,241691.58
Thu Mar 15 2012,172262.88,243400.77
Sun Apr 15 2012,174627.26,245998.38
Tue May 15 2012,177443.36,250259.11
Fri Jun 15 2012,179288.72,253233.07
Sun Jul 15 2012,179615.51,254108.78
Wed Aug 15 2012,180038.4,253297.42
Sat Sep 15 2012,179759.68,251781.78
Mon Oct 15 2012,179711.62,251812.4
Thu Nov 15 2012,180038.4,253471.26
Sat Dec 15 2012,179461.73,253341.64
Tue Jan 15 2013,179625.12,252824.62
Fri Feb 15 2013,180845.75,252474.89
Fri Mar 15 2013,184190.47,256473.83
Mon Apr 15 2013,186583.68,260076.62
Wed May 15 2013,189928.41,264268.29
Sat Jun 15 2013,192417.73,267091.01
Mon Jul 15 2013,193388.46,268332.74
Thu Aug 15 2013,192907.9,267344.35
Sun Sep 15 2013,192850.23,266953.96
Tue Oct 15 2013,192321.61,266909.58
Fri Nov 15 2013,191687.27,266573.68
Sun Dec 15 2013,191523.88,266369.32
Wed Jan 15 2014,191081.76,264769.41
Sat Feb 15 2014,192052.5,265134.06
Sat Mar 15 2014,194349.59,266588.42
Tue Apr 15 2014,196483.29,268629.6
Thu May 15 2014,198751.56,270785.01
Sun Jun 15 2014,201058.26,273418.58
Tue Jul 15 2014,201740.66,274453.67
Fri Aug 15 2014,201356.21,274389.02
Mon Sep 15 2014,200481.59,272991.73
Wed Oct 15 2014,200366.25,273521.83
Sat Nov 15 2014,200654.59,275402.46
Mon Dec 15 2014,200568.09,276853.53
Thu Jan 15 2015,199741.52,277016.18
Sun Feb 15 2015,201538.83,278300.15
Sun Mar 15 2015,204124.26,280202.62
Wed Apr 15 2015,206402.13,282754.67
Fri May 15 2015,209420.07,285434.08
Mon Jun 15 2015,211438.44,287179.12
Wed Jul 15 2015,212188.12,288178.02
Sat Aug 15 2015,211524.94,287684.78
Tue Sep 15 2015,211313.49,287845.3
Thu Oct 15 2015,211303.88,287961.71
Sun Nov 15 2015,211544.16,288898.93
Tue Dec 15 2015,211246.21,289481.21
Fri Jan 15 2016,211159.71,288885.12
Mon Feb 15 2016,211813.28,289540.95
Tue Mar 15 2016,215407.9,293192.18
Fri Apr 15 2016,217916.44,295206.96
Sun May 15 2016,220742.15,297829.93
Wed Jun 15 2016,222923.91,299788.99
Fri Jul 15 2016,223827.37,301491.82
Mon Aug 15 2016,223769.7,301137.57
Thu Sep 15 2016,223798.54,300454.09
Sat Oct 15 2016,223769.7,300041.3
Tue Nov 15 2016,223885.04,300663.62
Thu Dec 15 2016,223961.93,300668.46
Sun Jan 15 2017,223193.03,297900.14
Wed Feb 15 2017,225163.34,299587.41
Wed Mar 15 2017,228604.18,303918.54
Sat Apr 15 2017,231708.62,307134.93
Mon May 15 2017,234582.39,310678.63
Thu Jun 15 2017,236273.97,312635.35
Sat Jul 15 2017,237235.1,314123.83
Tue Aug 15 2017,237773.33,313896.55
Fri Sep 15 2017,237609.94,312028.69
Sun Oct 15 2017,237360.05,311897.67
Wed Nov 15 2017,238138.56,312913.04
Fri Dec 15 2017,237821.39,312680.08
Mon Jan 15 2018,238667.18,312091.9
Thu Feb 15 2018,241252.61,314048.61
Thu Mar 15 2018,244203.28,317172.46
Sun Apr 15 2018,246279.31,318602.34
Tue May 15 2018,249143.47,320972.7
Fri Jun 15 2018,250815.83,322613
Sun Jul 15 2018,251555.9,323543.1
Wed Aug 15 2018,251873.07,323771.16
Sat Sep 15 2018,251094.56,322395.79
Mon Oct 15 2018,250710.11,321334.45
Thu Nov 15 2018,251219.51,323069.42
Sat Dec 15 2018,250450.6,323112.61
Tue Jan 15 2019,251075.34,323302.19
Fri Feb 15 2019,252911.09,324295.22
Fri Mar 15 2019,255880.97,326262.78
Mon Apr 15 2019,258687.47,328103.92
Wed May 15 2019,261445.9,330898.15
Sat Jun 15 2019,262897.21,332668.74
Mon Jul 15 2019,263637.27,333048.7
Thu Aug 15 2019,263675.72,333114.16
Sun Sep 15 2019,264040.95,333314.43
Tue Oct 15 2019,264204.34,332759.94
Fri Nov 15 2019,264588.79,333422.94
Sun Dec 15 2019,265136.63,334417.55
Wed Jan 15 2020,266049.7,334272.31
Sat Feb 15 2020,269327.15,337465.32
Sun Mar 15 2020,272008.69,341568.68
Wed Apr 15 2020,274238.51,346687
Fri May 15 2020,274872.85,347482.15
Mon Jun 15 2020,278284.86,349880.9
Wed Jul 15 2020,281831.42,352556.58
Sat Aug 15 2020,285502.92,356026.81
Tue Sep 15 2020,288943.76,359816.46
Thu Oct 15 2020,292048.2,363531.52
Sun Nov 15 2020,294008.9,366195.75
Tue Dec 15 2020,296017.66,368350.91
Fri Jan 15 2021,298833.76,370280.05
Mon Feb 15 2021,303293.39,373759.8
Mon Mar 15 2021,310328.85,379740.06
Thu Apr 15 2021,317373.91,385195
Sat May 15 2021,324505.48,390718.12
Tue Jun 15 2021,330791.25,394620.17
Thu Jul 15 2021,335068.27,397808.81
Sun Aug 15 2021,337355.75,399698.87
Wed Sep 15 2021,339585.57,401250.97
Fri Oct 15 2021,342315.17,401143.49
Mon Nov 15 2021,345160.11,402499.69
Wed Dec 15 2021,347735.93,404261.32
Sat Jan 15 2022,352080.23,405896.35
Tue Feb 15 2022,359577.02,410786.92
Tue Mar 15 2022,367025.76,413772.06
Fri Apr 15 2022,374782.06,420170.63
Sun May 15 2022,380346.99,421760.23
Wed Jun 15 2022,381663.73,417485.72
Fri Jul 15 2022,378809.18,414412.2
Mon Aug 15 2022,375224.18,410635.79
Thu Sep 15 2022,374830.11,409324.16
Sat Oct 15 2022,373561.43,406290.61
Tue Nov 15 2022,371437.33,404388.85
Thu Dec 15 2022,369294.02,403293.55
Sun Jan 15 2023,369726.53,400563.23
Wed Feb 15 2023,374830.11,403838.2
Wed Mar 15 2023,379981.76,408037.64
Sat Apr 15 2023,385633.19,412021.9
Mon May 15 2023,390909.78,416610.36
Thu Jun 15 2023,393581.71,418107.93
Sat Jul 15 2023,395628.91,419482.53
Tue Aug 15 2023,396013.36,418064.41
Fri Sep 15 2023,396907.21,417969.32
Sun Oct 15 2023,396551.6,417755
Wed Nov 15 2023,395619.3,417614.4
Fri Dec 15 2023,394379.45,416719.55
Mon Jan 15 2024,393562.49,413603.21
Thu Feb 15 2024,401126.56,418959.23
Fri Mar 15 2024,405182.52,420477.47
Mon Apr 15 2024,410978.12,424837.82
Wed May 15 2024,413813.45,427059.16
Sat Jun 15 2024,415072.52,428214.01
Mon Jul 15 2024,414582.35,427211.99
Thu Aug 15 2024,413938.39,426201.54
Sun Sep 15 2024,415312.8,426931.77
Tue Oct 15 2024,415005.24,426125.02
Fri Nov 15 2024,414524.68,425862.28
Sun Dec 15 2024,413794.22,424960.98
Wed Jan 15 2025,414217.12,422628.7
Sat Feb 15 2025,417859.79,424460.02
Sat Mar 15 2025,421867.69,427570.44
Tue Apr 15 2025,424741.46,429146.5
Thu May 15 2025,426980.89,430510.01
Sun Jun 15 2025,426846.33,428912.01
Tue Jul 15 2025,425010.58,426423.56
Fri Aug 15 2025,424405.07,424596.33
Mon Sep 15 2025,422780.76,421898.23
